name;ctrip_code;timezone;offsetUtc
曼吉马普;MJP;Australia/Perth;28800
萨南达季;SDG;Asia/Tehran;12600
埃努古;ENU;Africa/Lagos;3600
根地咬;KGU;Asia/Kuching;28800
麦迪逊;MSN;America/Chicago;-21600
圣安东尼奥;SAT;America/Chicago;-21600
吉朗;GEX;Australia/Melbourne;36000
雅加达;CGK;Asia/Jakarta;25200
布里奇波特;BDR;America/New_York;-18000
康康;KNN;Africa/Conakry;0
平彻克里克;WPC;America/Edmonton;-25200
圣菲;SFN;America/Argentina/Cordoba;-10800
锡拉丘兹;SYR;America/New_York;-18000
克雷西阿马;CCM;America/Sao_Paulo;-10800
卡尔斯塔德;KSD;Europe/Stockholm;3600
哈特福德;HFD;America/New_York;-18000
瓜达卢佩;GDP;America/Fortaleza;-10800
松山;MYJ;Asia/Tokyo;32400
波尔盖拉;RGE;Pacific/Port_Moresby;36000
莫尔黑德;MHY;Pacific/Port_Moresby;36000
科苏梅尔;CZM;America/Cancun;-18000
汉堡;HAM;Europe/Berlin;3600
塞维利亚;SVQ;Europe/Madrid;3600
马里兰;MTN;America/New_York;-18000
萨帕托卡;AZT;America/Bogota;-18000
韦韦特南戈;HUG;America/Guatemala;-21600
日内瓦;GVA;Europe/Zurich;3600
布拉迪斯拉发;BTS;Europe/Bratislava;3600
波特兰;PDX;America/Los_Angeles;-28800
克拉克;CRK;Asia/Manila;28800
特立尼达拉岛;TDD;America/La_Paz;-14400
日利纳;ILZ;Europe/Bratislava;3600
奥拉迪亚;OMR;Europe/Bucharest;7200
马普托;MPM;Africa/Maputo;7200
利辛加;VXC;Africa/Maputo;7200
季克西;IKS;Asia/Yakutsk;32400
儒伊斯特;JUI;Europe/Berlin;3600
布隆方丹;BFN;Africa/Johannesburg;7200
里诺;RNO;America/Los_Angeles;-28800
帕斯塔萨;PTZ;America/Guayaquil;-18000
凯恩岛;YPR;America/Vancouver;-28800
锡比提;SIB;Africa/Brazzaville;3600
埃尔津詹;ERC;Europe/Istanbul;7200
埃尔多拉多;EDK;America/Chicago;-21600
艾尤拉;AYU;Pacific/Port_Moresby;36000
不来梅港;BRV;Europe/Berlin;3600
博康尼迪;BUI;Asia/Pontianak;25200
奥本;AUN;America/Los_Angeles;-28800
林肯港;PLO;Australia/Adelaide;34200
雷克雅未克;REK;Atlantic/Reykjavik;0
阿里什;AAC;Africa/Cairo;7200
里弗塞斯;RVC;Africa/Monrovia;0
马公;MZG;Asia/Taipei;28800
尼古拉;NIB;America/Anchorage;-32400
柏林顿;BTV;America/New_York;-18000
克林顿县;CWI;America/Chicago;-21600
蒙特卡塞巴斯;MCS;America/Argentina/Mendoza;-10800
比灵斯;BIL;America/Denver;-25200
巴特那;PAT;Asia/Kolkata;19800
丰班;FOM;Africa/Douala;3600
里奥弗里奥;RFR;America/Costa_Rica;-21600
瓦尔纳;VAR;Europe/Sofia;7200
班加西;BEN;Africa/Tripoli;7200
莫里查尔;MHF;America/Bogota;-18000
马塞约;MCZ;America/Maceio;-10800
蒙哥马利;MGM;America/Chicago;-21600
纳什维尔;BNA;America/Chicago;-21600
奥胡斯;AAR;Europe/Copenhagen;3600
大福克斯;ZGF;America/Vancouver;-28800
拉巴拉巴;RBP;Pacific/Port_Moresby;36000
布科巴;BKZ;Africa/Dar_es_Salaam;10800
博尔冷格;BLE;Europe/Stockholm;3600
赫尔辛基;HEL;Europe/Helsinki;7200
魁那伐克;CVJ;America/Mexico_City;-21600
斯加那加;SXR;Asia/Kolkata;19800
桑德斯皮特;YZP;America/Edmonton;-25200
奥兰多;MCO;America/New_York;-18000
姆巴拉拉;MBQ;Africa/Kampala;10800
比什凯克;FRU;Asia/Bishkek;21600
蒙彼利埃;MPL;Europe/Paris;3600
加斯马塔;GMI;Pacific/Port_Moresby;36000
达沃;DVO;Asia/Manila;28800
伊尼扬巴内;INH;Africa/Maputo;7200
佛罗伦萨;FLR;Europe/Rome;3600
多巴哥岛;TAB;America/Port_of_Spain;-14400
帕克斯;PKE;Australia/Sydney;36000
莫尔兹比港;POM;Pacific/Port_Moresby;36000
下诺夫哥罗德;GOJ;Europe/Moscow;10800
卢克索;LXR;Africa/Cairo;7200
朗敦;RON;America/Bogota;-18000
怡保;IPH;Asia/Kuala_Lumpur;28800
热基耶;JEQ;America/Bahia;-10800
巴拉诺夫;BNF;America/Sitka;-32400
济州岛;CJU;Asia/Shanghai;28800
巴淡岛;BTH;Asia/Jakarta;25200
沃里克;WAZ;Australia/Brisbane;36000
良乌;NYU;Asia/Rangoon;23400
哈尔科夫;HRK;Europe/Kiev;7200
雅克比纳;JCM;America/Cuiaba;-14400
瑟克特夫卡尔;SCW;Europe/Moscow;10800
科斯特罗马;KMW;Europe/Moscow;10800
马拉加;AGP;Europe/Madrid;3600
穆瑟尼;YMO;America/Regina;-21600
布哈拉;BHK;Asia/Samarkand;18000
科尔多瓦;ODB;Europe/Madrid;3600
栋多;DUE;Africa/Luanda;3600
富山;TOY;Asia/Tokyo;32400
维萨卡帕特南;VTZ;Asia/Kolkata;19800
伊基克;IQQ;America/Santiago;-14400
东京羽田;HND;Asia/Tokyo;32400
帕特雷;GPA;Europe/Athens;7200
努瓦迪布;NDB;Africa/Nouakchott;0
伯恩茅斯;BOH;Europe/London;0
彼尔姆;PEE;Asia/Yekaterinburg;18000
哈瓦那;HAV;America/Havana;-18000
米德维尔;MEJ;America/New_York;-18000
印第安纳波利斯;IND;America/Indiana/Indianapolis;-18000
查塔努加;CHA;America/New_York;-18000
卡萨内;BBK;Africa/Gaborone;7200
圣诞岛;XCH;Indian/Christmas;25200
伊利齐;VVZ;Africa/Algiers;3600
哈克;JQE;America/Panama;-18000
贝尼;BNC;Africa/Brazzaville;3600
拉巴斯;LPB;America/La_Paz;-14400
俄克拉荷马城;OKC;America/Chicago;-21600
金边;PNH;Asia/Phnom_Penh;25200
特木科;ZCO;America/Santiago;-14400
塔比拉兰;TAG;Asia/Manila;28800
查塔姆群岛;XCM;America/Montreal;-18000
克利马内;UEL;Africa/Maputo;7200
布加斯;BOJ;Europe/Sofia;7200
亚罗士打;AOR;Asia/Kuala_Lumpur;28800
拉瓦格;LAO;Asia/Manila;28800
圣丹尼斯;RUN;Indian/Reunion;14400
苏梅岛;USM;Asia/Bangkok;25200
内乌肯;NQN;America/Argentina/Salta;-10800
安特卫普;ANR;Europe/Brussels;3600
凯恩斯;CNS;Australia/Brisbane;36000
孟买;BOM;Asia/Kolkata;19800
苏尔凯德;SKH;Asia/Kathmandu;20700
兰卡威;LGK;Asia/Kuala_Lumpur;28800
韦吉;EJH;Asia/Riyadh;10800
松本;MMJ;Asia/Tokyo;32400
厄特;GHT;Africa/Tripoli;7200
内格里尔;NEG;America/Jamaica;-18000
斯科普里;SKP;Europe/Skopje;3600
大布里士;TBZ;Asia/Tehran;12600
阿克苏姆;AXU;Africa/Addis_Ababa;10800
托泽尔;TOE;Africa/Tunis;3600
伊洛林;ILR;Africa/Lagos;3600
坎贝尔镇;CAL;Europe/London;0
拉格兰德;YGL;America/Regina;-21600
图尔;TUF;Europe/Paris;3600
瓦尔帕莱索;VAP;America/Santiago;-14400
马歇尔;MLL;America/Chicago;-21600
毛里求斯;MRU;Indian/Mauritius;14400
基尔库克;KIK;Asia/Baghdad;10800
麦德林;MDE;America/Bogota;-18000
桑坦德;SDR;Europe/Madrid;3600
埃尔帕索;ELP;America/Denver;-25200
艾沙尔顿;AHL;America/Guyana;-14400
塔林;TLL;Europe/Tallinn;7200
明尼阿波利斯;MSP;America/Chicago;-21600
拉罗马纳;LRM;America/Santo_Domingo;-14400
里米尼;RMI;Europe/Rome;3600
弗朗西斯敦;FRW;Africa/Gaborone;7200
巴塞尔;BSL;Europe/Zurich;3600
墨尔本;AVV;Australia/Melbourne;36000
哥伦比亚;CAE;America/Chicago;-21600
本地治里;PNY;Asia/Kolkata;19800
加鲁阿;GOU;Africa/Douala;3600
马拉卡尔;MAK;Africa/Juba;10800
蒙特普埃兹;MTU;Africa/Maputo;7200
瑟佛罗里达基斯;YSP;America/Toronto;-18000
辛辛那提;CVG;America/New_York;-18000
威尔明顿;ILN;America/New_York;-18000
格林艾兰;GNI;Asia/Chongqing;28800
芒古;MNR;Africa/Lusaka;7200
南佛罗里达州;FLL;America/New_York;-18000
科托努;COO;Africa/Porto-Novo;3600
菲尼克斯;DVT;America/Phoenix;-25200
维多利亚城;CVM;America/Monterrey;-21600
诺福克;OFK;America/New_York;-18000
斯普利特;SPU;Europe/Zagreb;3600
杜阿拉;DLA;Africa/Douala;3600
巴厘巴板;BPN;Asia/Makassar;28800
科珀斯克里斯蒂;CRP;America/Chicago;-21600
毕尔巴鄂;BIO;Europe/Madrid;3600
斯法克斯;SFA;Pacific/Tongatapu;46800
贝拉;BEW;Africa/Maputo;7200
宿务;NOP;Asia/Manila;28800
德卢司;DLH;America/Chicago;-21600
巴吞鲁日;BTR;America/Chicago;-21600
勒德纳吉里;RTC;Asia/Kolkata;19800
诺尔雪平;NRK;Europe/Stockholm;3600
温顿;WIN;Australia/Brisbane;36000
瓜亚基尔;GYE;America/Guayaquil;-18000
斯图加特;STR;Europe/Berlin;3600
锡达拉皮兹;CID;America/Chicago;-21600
赫鲁特方舟;GFY;Africa/Windhoek;3600
圣乔治;SGO;America/Denver;-25200
纳克内克;NNK;America/Anchorage;-32400
Shimkent;CIT;Asia/Almaty;21600
乔治敦(欧文.罗伯茨国际机场);GCM;America/Cayman;-18000
阿索萨;ASO;Africa/Addis_Ababa;10800
多哈;DOH;Asia/Qatar;10800
利马;LIM;America/Lima;-18000
诺克斯维尔;TYS;America/New_York;-18000
克拉斯诺达尔;KRR;Europe/Moscow;10800
亚特兰大;ATL;America/New_York;-18000
皮特尔角城;PTP;America/Guadeloupe;-14400
圣克拉拉;SNU;America/Havana;-18000
坎普尔加纳;CPB;America/Bogota;-18000
纽波特;NWH;America/New_York;-18000
胡志明市;SGN;Asia/Ho_Chi_Minh;25200
ULAN-UDE;UUD;Asia/Irkutsk;28800
达累斯萨拉姆;DAR;Africa/Dar_es_Salaam;10800
温德姆;WYN;Australia/Perth;28800
格林维尔;PGV;America/New_York;-18000
布宜诺斯艾利斯;BUE;America/Argentina/Buenos_Aires;-10800
新普利茅斯;NPL;Pacific/Auckland;43200
哈尔姆斯塔德;HAD;Europe/Stockholm;3600
艾恩德霍芬;EIN;Europe/Amsterdam;3600
拉斯维加斯;LAS;America/Los_Angeles;-28800
卡普斯卡辛;YYU;America/Toronto;-18000
内皮尔;NPE;Pacific/Auckland;43200
马布尔巴;MBB;Australia/Darwin;34200
维尔纽斯;VNO;Europe/Vilnius;7200
吉里;JIR;Asia/Kathmandu;20700
马克马里堡;YMM;America/Edmonton;-25200
喀土穆;KRT;Africa/Khartoum;10800
约罗;ORO;America/Tegucigalpa;-21600
开罗;CAI;Africa/Cairo;7200
大本德;GBD;America/Chicago;-21600
埃斯特角城;PDP;America/Montevideo;-10800
明斯克;MSQ;Europe/Minsk;10800
狄龙;DLL;America/New_York;-18000
阿姆斯特丹;AMS;Europe/Amsterdam;3600
恩多拉;NLA;Africa/Lusaka;7200
黑角;PNR;Africa/Brazzaville;3600
奥尔良;ORE;Europe/Paris;3600
荷兰港;DUT;America/Nome;-32400
